-0.000,86.789,0.000,0.000,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,-0.000,90.000,0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,270.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,-0.000,0.000
3.198,84.829,-126.813,331.286,355.072,357.111,0.197,7.673,4.334,0.197,7.673,4.334,347.597,354.359,0.211,19.119,5.264,270.417,358.389,335.318,1.399,11.939,316.315,94.384,24.036,0.313,357.339,24.036,0.313,357.339,7.540,356.270,350.792,355.914,356.818,90.095,6.430,347.237,356.391,0.648,9.070,275.397,5.744,344.954,353.516,0.786,29.049,0.210,1.378,349.353,6.196,12.738,341.966,6.841,0.138,64.599,0.089,320.523,350.947,3.300
3.198,84.829,-126.813,331.286,355.072,357.111,0.197,7.673,4.334,0.197,7.673,4.334,347.597,354.359,0.211,19.119,5.264,270.417,358.389,335.318,1.399,11.939,316.315,94.384,24.036,0.313,357.339,24.036,0.313,357.339,7.540,356.270,350.792,355.914,356.818,90.095,6.430,347.237,356.391,0.648,9.070,275.397,5.744,344.954,353.516,0.786,29.049,0.210,1.378,349.353,6.196,12.738,341.966,6.841,0.138,64.599,0.089,320.523,350.947,3.300
2.852,84.954,-126.149,332.728,355.045,356.908,359.673,7.749,4.329,359.673,7.749,4.329,347.545,354.006,0.502,18.425,4.738,270.734,357.856,335.298,1.466,11.161,316.362,95.885,23.908,0.233,357.440,23.907,0.233,357.440,7.453,355.947,351.046,355.612,357.146,90.104,6.474,347.152,356.511,0.731,9.044,275.376,4.772,345.623,353.639,0.755,28.853,0.201,0.896,348.967,6.310,13.853,341.005,6.998,0.141,60.829,0.085,318.722,352.614,3.230
2.109,85.180,-124.821,334.587,354.881,356.650,359.264,7.994,4.132,359.264,7.994,4.132,347.505,353.187,1.355,16.743,3.683,271.359,355.582,335.547,1.923,8.823,316.642,100.073,23.544,359.895,357.718,23.544,359.895,357.718,7.044,355.238,351.842,354.858,357.795,90.078,6.626,347.113,356.613,0.751,8.863,275.391,3.606,347.082,353.898,0.651,28.556,0.171,0.292,347.960,6.358,15.930,339.773,8.288,359.938,57.434,359.965,316.729,350.047,5.979
0.968,85.443,-122.699,337.591,354.512,356.184,358.433,8.185,3.933,358.433,8.185,3.933,347.263,353.080,2.202,14.583,1.379,272.229,354.702,335.430,2.101,7.118,316.977,103.487,23.186,359.588,358.197,23.186,359.588,358.197,7.036,354.901,352.949,353.215,358.761,89.862,6.671,347.006,356.822,0.716,8.719,275.172,1.244,349.317,354.340,0.501,28.351,0.130,359.755,346.377,6.348,19.421,338.419,8.336,359.886,51.201,359.944,315.225,351.388,8.204
-0.293,85.637,-119.826,340.912,354.260,355.797,357.834,8.057,3.852,357.834,8.057,3.852,346.952,353.506,2.551,10.496,357.235,273.594,354.026,335.128,2.875,6.559,317.685,106.811,22.413,359.453,358.693,22.413,359.453,358.693,6.428,355.212,353.861,351.471,0.236,89.569,6.319,346.997,356.928,0.581,8.755,274.450,358.761,352.057,354.591,0.473,28.058,0.122,359.150,344.300,6.533,30.384,335.595,5.359,359.986,41.867,-0.005,310.081,353.541,12.617
-1.130,85.670,-117.585,343.087,354.156,355.807,357.496,7.992,3.669,357.496,7.992,3.669,346.388,353.714,2.877,8.062,355.041,274.285,353.720,334.962,3.488,4.768,319.219,109.811,21.940,359.246,358.932,21.940,359.246,358.932,6.284,355.274,354.287,350.426,1.246,89.448,5.820,347.043,356.840,0.471,8.975,274.008,357.510,354.123,354.488,0.484,27.725,0.123,358.350,342.919,6.750,32.035,334.169,2.979,359.404,37.858,359.789,311.744,352.225,13.540
-1.919,85.614,-115.360,344.994,354.270,355.892,357.126,7.858,3.415,357.126,7.858,3.415,346.052,353.922,3.181,5.310,352.509,275.137,353.181,334.687,4.194,4.927,319.715,111.877,21.588,359.058,359.197,21.588,359.058,359.197,6.000,355.329,354.619,350.304,2.435,89.331,4.902,347.094,356.707,0.428,9.266,273.701,356.002,355.850,354.293,0.482,27.465,0.121,358.163,341.611,6.759,22.759,332.467,2.368,358.890,34.227,359.648,323.853,349.980,11.809
-3.002,85.447,-112.228,347.112,354.499,356.001,356.699,7.687,3.107,356.699,7.687,3.107,345.826,354.194,3.266,2.503,350.348,276.405,352.797,334.669,4.475,3.666,321.592,113.924,21.331,358.813,359.556,21.331,358.813,359.556,5.794,355.400,354.838,349.704,3.416,89.371,3.989,347.327,356.668,359.926,10.014,273.260,355.111,358.305,354.286,0.431,26.977,0.107,357.622,340.112,6.647,9.913,330.059,4.111,359.204,30.377,359.777,340.812,349.126,10.426
-3.806,85.289,-109.770,348.454,354.793,356.204,356.428,7.497,2.828,356.428,7.497,2.828,345.433,354.413,3.377,0.587,348.719,277.517,352.597,335.106,4.643,4.420,322.222,114.167,21.090,358.590,359.757,21.090,358.590,359.757,5.345,355.556,355.108,349.221,3.894,89.386,3.512,347.614,356.712,359.847,10.334,273.013,354.751,0.335,354.268,0.405,26.030,0.097,357.295,339.566,6.529,5.666,329.026,5.029,359.366,29.740,359.826,346.652,348.523,10.630
